epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
129,48626.4,0.44276,0.63876,0.36699,0.8377,0.96431,0.91403,0.96365,0.91115,0.96539,0.91379,0.96229,0.85482,0.32287,0.50631,0.25298,0.79119,0.003664,0.003664,0.003664
130,48985.5,0.44052,0.63585,0.36493,0.83711,0.96485,0.91373,0.96365,0.91125,0.9655,0.91382,0.96227,0.85481,0.32275,0.50633,0.25284,0.7911,0.0036145,0.0036145,0.0036145
131,49595.1,0.43983,0.63384,0.36368,0.83741,0.96454,0.91422,0.96367,0.91132,0.96593,0.9138,0.96228,0.85489,0.32267,0.50627,0.25272,0.79101,0.003565,0.003565,0.003565
132,50264.5,0.43954,0.63315,0.363,0.83724,0.96479,0.91401,0.96368,0.91134,0.96618,0.91369,0.96229,0.85494,0.32258,0.5062,0.25271,0.79092,0.0035155,0.0035155,0.0035155
133,50770.1,0.43996,0.63372,0.36222,0.83674,0.96448,0.91422,0.9637,0.91148,0.96557,0.91433,0.96231,0.85504,0.32236,0.50607,0.2525,0.79084,0.003466,0.003466,0.003466
134,51123.1,0.43756,0.63057,0.36096,0.83631,0.96431,0.91443,0.96377,0.91151,0.96614,0.91392,0.96235,0.85512,0.32229,0.50614,0.25249,0.79075,0.0034165,0.0034165,0.0034165
135,51475.9,0.43828,0.6308,0.36105,0.83674,0.96445,0.91429,0.96377,0.91163,0.96645,0.91388,0.96229,0.85511,0.32208,0.50598,0.25233,0.79066,0.003367,0.003367,0.003367
136,51829.1,0.43801,0.6307,0.36127,0.83645,0.96512,0.91383,0.96375,0.91168,0.9659,0.91417,0.96234,0.85527,0.32188,0.50582,0.25218,0.79057,0.0033175,0.0033175,0.0033175
137,52182.2,0.43673,0.62845,0.35999,0.8361,0.96453,0.9145,0.96378,0.91186,0.96645,0.91396,0.96235,0.85534,0.32161,0.50571,0.25196,0.79048,0.003268,0.003268,0.003268
138,52534.8,0.4371,0.62885,0.35918,0.83615,0.96482,0.91446,0.96379,0.91194,0.96638,0.9142,0.96238,0.85544,0.32142,0.5055,0.25188,0.79036,0.0032185,0.0032185,0.0032185
139,52887,0.4367,0.62782,0.35926,0.83621,0.96442,0.91466,0.9638,0.912,0.96635,0.91428,0.96242,0.85556,0.32132,0.50541,0.25174,0.79029,0.003169,0.003169,0.003169
140,53238.7,0.43508,0.62625,0.35885,0.83563,0.96521,0.91436,0.96379,0.91203,0.96642,0.91426,0.96247,0.8556,0.32126,0.50541,0.25156,0.79025,0.0031195,0.0031195,0.0031195
141,53592.4,0.43667,0.62856,0.35925,0.83569,0.96506,0.91453,0.96388,0.91223,0.96654,0.91423,0.96246,0.85574,0.32103,0.50524,0.25138,0.79015,0.00307,0.00307,0.00307
142,53943.9,0.43546,0.62608,0.35825,0.8356,0.96498,0.9147,0.96388,0.91234,0.96647,0.9144,0.9625,0.85579,0.32082,0.50505,0.25116,0.79003,0.0030205,0.0030205,0.0030205
143,54297.4,0.43551,0.62717,0.35784,0.83584,0.9644,0.91542,0.96396,0.91242,0.96612,0.91476,0.9626,0.85588,0.32064,0.50463,0.25095,0.78997,0.002971,0.002971,0.002971
144,54649.9,0.436,0.62724,0.35755,0.83551,0.96452,0.91554,0.96405,0.91254,0.96617,0.91485,0.96261,0.85595,0.32048,0.50446,0.25075,0.7899,0.0029215,0.0029215,0.0029215
145,55002.9,0.43462,0.62478,0.35726,0.83552,0.96436,0.91559,0.96405,0.91266,0.96617,0.91493,0.96264,0.85598,0.32019,0.50411,0.25053,0.78981,0.002872,0.002872,0.002872
146,55357.1,0.43482,0.6255,0.35642,0.83509,0.96494,0.91524,0.96408,0.91269,0.96665,0.91465,0.96268,0.85609,0.32003,0.50395,0.2504,0.78974,0.0028225,0.0028225,0.0028225
147,55711.2,0.43524,0.62512,0.35577,0.83542,0.96534,0.91499,0.96411,0.91278,0.9665,0.91487,0.96272,0.85623,0.31987,0.50381,0.25034,0.78968,0.002773,0.002773,0.002773
148,56062.4,0.43247,0.62223,0.35511,0.83484,0.96545,0.91484,0.9641,0.91278,0.9664,0.91496,0.96271,0.85627,0.31971,0.50362,0.25019,0.78966,0.0027235,0.0027235,0.0027235
149,56415.9,0.43201,0.62096,0.35408,0.83438,0.96554,0.91492,0.96416,0.91287,0.96683,0.91454,0.96267,0.85638,0.31938,0.50335,0.24992,0.78956,0.002674,0.002674,0.002674
150,56769.9,0.43136,0.6211,0.35143,0.8345,0.96509,0.91533,0.96417,0.91296,0.96698,0.91466,0.96274,0.85649,0.31929,0.50324,0.24975,0.78955,0.0026245,0.0026245,0.0026245
151,57121.8,0.4309,0.62018,0.35285,0.83374,0.96518,0.91534,0.96425,0.91301,0.96738,0.91453,0.96275,0.85655,0.3191,0.50287,0.24957,0.78945,0.002575,0.002575,0.002575
152,57474.8,0.4309,0.62054,0.35184,0.83392,0.96526,0.91542,0.96424,0.91304,0.96681,0.91513,0.96278,0.85673,0.31923,0.50274,0.24947,0.78943,0.0025255,0.0025255,0.0025255
153,57827.7,0.43037,0.61837,0.35173,0.83375,0.96506,0.9156,0.96429,0.91311,0.96689,0.91519,0.96282,0.85681,0.31907,0.50226,0.24928,0.78934,0.002476,0.002476,0.002476
154,58181.3,0.42946,0.61666,0.34992,0.83384,0.96539,0.91535,0.9643,0.91325,0.96691,0.91518,0.96278,0.85701,0.31877,0.50185,0.24918,0.78929,0.0024265,0.0024265,0.0024265
155,58532.9,0.43062,0.61868,0.35089,0.83431,0.96496,0.91568,0.96434,0.91332,0.9667,0.91531,0.96279,0.85697,0.31869,0.50173,0.24906,0.78923,0.002377,0.002377,0.002377
156,58886.9,0.42999,0.61757,0.34922,0.83339,0.96507,0.91568,0.96432,0.91335,0.96633,0.91566,0.96283,0.85711,0.3185,0.50124,0.24892,0.78916,0.0023275,0.0023275,0.0023275
157,59239.8,0.42928,0.61675,0.34868,0.83289,0.96504,0.91576,0.96436,0.9134,0.96649,0.91558,0.96283,0.85722,0.3183,0.50101,0.24883,0.78905,0.002278,0.002278,0.002278
158,59609.3,0.42768,0.61398,0.34759,0.83296,0.96561,0.91528,0.96439,0.9135,0.96694,0.91513,0.96286,0.85717,0.31805,0.50074,0.24869,0.78893,0.0022285,0.0022285,0.0022285
159,59977.9,0.42765,0.61356,0.34765,0.83282,0.96564,0.91536,0.96443,0.91362,0.9667,0.91533,0.96291,0.85723,0.31772,0.50043,0.24854,0.78885,0.002179,0.002179,0.002179
160,60330.4,0.42785,0.61553,0.3465,0.83283,0.96549,0.91563,0.96446,0.91367,0.9667,0.91557,0.96295,0.85733,0.31751,0.50021,0.24837,0.78876,0.0021295,0.0021295,0.0021295
161,60687.3,0.42766,0.61423,0.34542,0.83265,0.96567,0.91552,0.96453,0.91377,0.96659,0.91565,0.96296,0.85744,0.31741,0.50011,0.24827,0.78869,0.00208,0.00208,0.00208
162,61051.6,0.42452,0.6106,0.34376,0.83247,0.96545,0.91575,0.96451,0.91385,0.96667,0.91571,0.96293,0.85756,0.3172,0.5,0.24819,0.78859,0.0020305,0.0020305,0.0020305
163,61402.6,0.42183,0.60884,0.34303,0.83216,0.96545,0.91581,0.96452,0.91393,0.96662,0.91575,0.96301,0.85768,0.31688,0.49998,0.2482,0.78851,0.001981,0.001981,0.001981
164,61771.9,0.41568,0.59941,0.34237,0.83122,0.96544,0.91613,0.96457,0.91408,0.96653,0.91611,0.96306,0.85792,0.31645,0.49996,0.248,0.78841,0.0019315,0.0019315,0.0019315
165,62130.4,0.41306,0.59428,0.34162,0.83127,0.96473,0.91661,0.96453,0.91412,0.96607,0.9163,0.96309,0.85804,0.31607,0.5,0.24786,0.78831,0.001882,0.001882,0.001882
166,62496.2,0.41159,0.59203,0.34044,0.83041,0.96491,0.91647,0.96457,0.91423,0.96596,0.91638,0.96312,0.85811,0.31593,0.49991,0.24775,0.78825,0.0018325,0.0018325,0.0018325
167,62845.7,0.40954,0.58791,0.34079,0.83079,0.96513,0.91631,0.96458,0.91419,0.96594,0.91638,0.96312,0.85805,0.31586,0.49985,0.24759,0.7882,0.001783,0.001783,0.001783
168,63196,0.40644,0.58322,0.33776,0.83022,0.96491,0.91638,0.96462,0.91436,0.96603,0.9162,0.96311,0.85812,0.31545,0.49955,0.24744,0.78813,0.0017335,0.0017335,0.0017335
169,63545.9,0.40507,0.58083,0.33733,0.82993,0.96505,0.91628,0.96459,0.91444,0.96618,0.91614,0.96314,0.85825,0.31519,0.49916,0.24715,0.78806,0.001684,0.001684,0.001684
170,63895.3,0.40339,0.57643,0.33495,0.82945,0.96537,0.91601,0.96464,0.91449,0.96647,0.91594,0.96313,0.85833,0.31489,0.49897,0.24688,0.78799,0.0016345,0.0016345,0.0016345
171,64245.9,0.40393,0.57799,0.33625,0.82975,0.96563,0.91591,0.96465,0.91465,0.96651,0.91598,0.96313,0.85841,0.31457,0.49883,0.24671,0.7879,0.001585,0.001585,0.001585
172,64596,0.40362,0.57681,0.33574,0.82968,0.96602,0.91562,0.96467,0.91472,0.96708,0.91558,0.96314,0.85841,0.31435,0.49879,0.24654,0.78781,0.0015355,0.0015355,0.0015355
173,64949.4,0.40136,0.57309,0.33441,0.82925,0.96599,0.91577,0.96467,0.91482,0.96694,0.91581,0.96317,0.85825,0.31415,0.49861,0.24649,0.78775,0.001486,0.001486,0.001486
174,65301.8,0.40034,0.57079,0.33202,0.82879,0.96586,0.91596,0.9647,0.91488,0.96677,0.91599,0.9632,0.85815,0.31373,0.49823,0.24633,0.78767,0.0014365,0.0014365,0.0014365
175,65651.7,0.39957,0.56942,0.33254,0.82872,0.96585,0.91612,0.96471,0.91491,0.96694,0.91606,0.96321,0.85825,0.31358,0.49793,0.24613,0.7876,0.001387,0.001387,0.001387
176,66001.9,0.39918,0.56874,0.33153,0.82839,0.96581,0.91608,0.96471,0.91501,0.96691,0.91601,0.96316,0.85826,0.3131,0.49757,0.24589,0.78749,0.0013375,0.0013375,0.0013375
177,66352,0.39691,0.56563,0.33011,0.82793,0.96601,0.91594,0.96473,0.91517,0.96701,0.91591,0.96314,0.85837,0.31249,0.49697,0.24559,0.78735,0.001288,0.001288,0.001288
178,66701.4,0.39669,0.56353,0.32977,0.82825,0.96558,0.91643,0.96477,0.91525,0.96747,0.91561,0.96321,0.85841,0.31188,0.49647,0.24531,0.78723,0.0012385,0.0012385,0.0012385
179,67050.1,0.39502,0.56173,0.32891,0.82752,0.96579,0.91616,0.96482,0.9155,0.96755,0.9156,0.96319,0.85853,0.31117,0.4958,0.24507,0.78707,0.001189,0.001189,0.001189
180,67399.7,0.39494,0.56091,0.32771,0.82805,0.96601,0.91599,0.96485,0.9157,0.9669,0.91615,0.96326,0.85875,0.31039,0.49508,0.24468,0.78695,0.0011395,0.0011395,0.0011395
181,67748.7,0.39321,0.55797,0.32673,0.82723,0.96604,0.91601,0.96487,0.91579,0.96751,0.91567,0.96324,0.85885,0.31005,0.49459,0.2444,0.78688,0.00109,0.00109,0.00109
182,68098,0.39296,0.55753,0.32606,0.82689,0.96673,0.91552,0.9649,0.91594,0.96764,0.91554,0.96318,0.85898,0.30963,0.49406,0.2441,0.78679,0.0010405,0.0010405,0.0010405
183,68449.3,0.39338,0.55855,0.32496,0.82702,0.96643,0.91595,0.96491,0.91613,0.96743,0.91574,0.96322,0.85921,0.30898,0.49333,0.24374,0.78664,0.000991,0.000991,0.000991
184,68798.5,0.39083,0.5544,0.32372,0.82642,0.96647,0.91595,0.96488,0.91623,0.96718,0.91619,0.96322,0.85942,0.30832,0.49244,0.24346,0.78647,0.0009415,0.0009415,0.0009415
185,69147.7,0.39029,0.55187,0.32187,0.82656,0.96635,0.91591,0.96491,0.91648,0.96716,0.91615,0.96326,0.85962,0.30763,0.49141,0.24317,0.78635,0.000892,0.000892,0.000892
186,69497.3,0.39002,0.55312,0.32166,0.82649,0.96618,0.91603,0.96495,0.9166,0.96717,0.91614,0.96332,0.85994,0.30692,0.49056,0.24289,0.78621,0.0008425,0.0008425,0.0008425
187,69847.7,0.38979,0.55357,0.32103,0.82596,0.96615,0.91615,0.965,0.91677,0.96738,0.91604,0.96336,0.86019,0.30631,0.48964,0.24257,0.7861,0.000793,0.000793,0.000793
188,70197.6,0.38921,0.55134,0.32097,0.82594,0.96596,0.91636,0.96497,0.91689,0.9674,0.91609,0.96347,0.86046,0.30563,0.48874,0.24238,0.78593,0.0007435,0.0007435,0.0007435
189,70547.1,0.38916,0.55058,0.32001,0.82654,0.96607,0.91633,0.96502,0.91715,0.96747,0.9161,0.96351,0.86077,0.30475,0.4875,0.24213,0.7858,0.000694,0.000694,0.000694
190,70896.5,0.38784,0.54902,0.31893,0.82583,0.96624,0.91616,0.96502,0.91735,0.96726,0.9164,0.96348,0.86113,0.30391,0.48648,0.24191,0.78566,0.0006445,0.0006445,0.0006445
191,71187.6,0.33717,0.49116,0.26499,0.80237,0.96652,0.91598,0.96507,0.91754,0.96759,0.91605,0.96354,0.86155,0.30319,0.4852,0.24163,0.78549,0.000595,0.000595,0.000595
192,71477,0.33455,0.48484,0.26133,0.80144,0.96644,0.91616,0.96513,0.91776,0.96796,0.91568,0.96354,0.86168,0.30242,0.48392,0.24134,0.7853,0.0005455,0.0005455,0.0005455
193,71767,0.3329,0.4813,0.25904,0.8016,0.96668,0.91606,0.96524,0.91805,0.9677,0.91623,0.96358,0.86201,0.30138,0.48219,0.24104,0.78511,0.000496,0.000496,0.000496
194,72056.9,0.33243,0.48104,0.25784,0.80103,0.96621,0.91665,0.96525,0.9183,0.96773,0.91631,0.96365,0.86225,0.30053,0.4809,0.24072,0.78493,0.0004465,0.0004465,0.0004465
195,72345.9,0.33044,0.47728,0.25558,0.80057,0.96611,0.91687,0.96531,0.91853,0.96728,0.91668,0.96367,0.86263,0.2996,0.47948,0.24033,0.78477,0.000397,0.000397,0.000397
196,72635.2,0.32982,0.47579,0.25495,0.80061,0.96607,0.91689,0.96532,0.91874,0.96719,0.91678,0.96366,0.86289,0.29874,0.47819,0.2401,0.78463,0.0003475,0.0003475,0.0003475
197,72925,0.32938,0.47514,0.25417,0.80071,0.9658,0.91715,0.96534,0.91902,0.96716,0.91674,0.96377,0.86315,0.29794,0.47716,0.23972,0.78451,0.000298,0.000298,0.000298
198,73215.6,0.32784,0.47351,0.2528,0.80011,0.96598,0.91704,0.96537,0.91918,0.96731,0.91659,0.96377,0.86337,0.29725,0.47614,0.23944,0.78441,0.0002485,0.0002485,0.0002485
199,73505,0.32682,0.4722,0.25119,0.7995,0.96613,0.91691,0.96536,0.91933,0.96735,0.91666,0.96375,0.86358,0.29657,0.47514,0.23907,0.78426,0.000199,0.000199,0.000199
200,73795,0.32612,0.47165,0.25041,0.79986,0.96612,0.91703,0.9654,0.91952,0.9676,0.91654,0.9638,0.86382,0.29595,0.47397,0.23873,0.78411,0.0001495,0.0001495,0.0001495
