epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
130,47228.9,0.57624,1.30067,1.98372,0.8972,0.09301,0.63469,0.1088,0.09957,0.0924,0.61393,0.10631,0.08499,0.43849,1.07461,1.89554,0.84661,0.005743,0.005743,0.005743
131,47591.3,0.57604,1.29889,1.98276,0.89713,0.09307,0.63476,0.1091,0.09986,0.09246,0.61419,0.10661,0.08525,0.4382,1.07408,1.89537,0.84645,0.00571,0.00571,0.00571
132,47953.2,0.57588,1.29844,1.9824,0.89729,0.09314,0.63414,0.1092,0.09997,0.09253,0.61327,0.10671,0.08534,0.43801,1.07364,1.89527,0.84633,0.005677,0.005677,0.005677
133,48317.8,0.57667,1.29815,1.98161,0.89713,0.09319,0.63328,0.10916,0.09993,0.09259,0.61242,0.10666,0.08532,0.43782,1.0731,1.89503,0.84624,0.005644,0.005644,0.005644
134,48680.3,0.57602,1.29961,1.98293,0.89773,0.09379,0.62278,0.10938,0.10015,0.09256,0.61428,0.10689,0.0855,0.43747,1.07261,1.89485,0.84609,0.005611,0.005611,0.005611
135,49042.5,0.57587,1.30109,1.98232,0.89709,0.09392,0.62245,0.10947,0.10025,0.09268,0.61394,0.10698,0.08557,0.43735,1.0724,1.89471,0.84599,0.005578,0.005578,0.005578
136,49405.6,0.57253,1.29098,1.98101,0.89607,0.09395,0.62183,0.10956,0.10032,0.09271,0.61333,0.10706,0.08563,0.43724,1.07188,1.89458,0.84589,0.005545,0.005545,0.005545
137,49767.9,0.57431,1.29462,1.98103,0.8963,0.09392,0.62237,0.10963,0.10041,0.09268,0.61387,0.10714,0.08572,0.437,1.07144,1.8945,0.84579,0.005512,0.005512,0.005512
138,50130.4,0.57532,1.29946,1.98219,0.8977,0.09396,0.62267,0.10976,0.10053,0.09347,0.5982,0.10726,0.08582,0.43695,1.07096,1.89432,0.8457,0.005479,0.005479,0.005479
139,50494,0.57314,1.28995,1.98067,0.89619,0.09396,0.62262,0.10986,0.10062,0.09352,0.59847,0.10736,0.0859,0.43672,1.0705,1.8942,0.84561,0.005446,0.005446,0.005446
140,50855.9,0.57341,1.29131,1.9804,0.8966,0.09397,0.62355,0.10997,0.10072,0.09351,0.59937,0.10746,0.086,0.43664,1.06998,1.89402,0.8455,0.005413,0.005413,0.005413
141,51217.7,0.57388,1.29333,1.98069,0.89648,0.09482,0.60809,0.11008,0.10084,0.09358,0.59984,0.10758,0.0861,0.43648,1.06923,1.89387,0.84538,0.00538,0.00538,0.00538
142,51580.1,0.57416,1.30005,1.98049,0.89675,0.09485,0.60703,0.11019,0.10096,0.09361,0.59877,0.10769,0.0862,0.43648,1.0687,1.89375,0.84534,0.005347,0.005347,0.005347
143,51945,0.57469,1.29577,1.98036,0.89668,0.09496,0.60667,0.11024,0.101,0.0937,0.59838,0.10775,0.08623,0.43658,1.06842,1.89367,0.84538,0.005314,0.005314,0.005314
144,52308.9,0.57201,1.28733,1.97938,0.89551,0.09504,0.60522,0.11034,0.10108,0.09379,0.59697,0.10784,0.08633,0.43649,1.06774,1.89359,0.84527,0.005281,0.005281,0.005281
145,52671.9,0.57249,1.29347,1.9791,0.89654,0.09504,0.60614,0.11041,0.10115,0.09451,0.58554,0.10793,0.08637,0.43643,1.06754,1.89352,0.84523,0.005248,0.005248,0.005248
146,53035,0.57318,1.2896,1.97867,0.89516,0.09505,0.60654,0.11056,0.10131,0.09457,0.58628,0.10809,0.08649,0.43624,1.06716,1.89339,0.84515,0.005215,0.005215,0.005215
147,53398.6,0.57202,1.29173,1.97859,0.89603,0.09523,0.60527,0.11071,0.10146,0.0947,0.58474,0.10823,0.08661,0.43633,1.06669,1.89328,0.8451,0.005182,0.005182,0.005182
148,53760.6,0.57135,1.28784,1.97834,0.89557,0.09525,0.60616,0.11093,0.10167,0.09469,0.58532,0.10845,0.08682,0.43621,1.06615,1.8931,0.84501,0.005149,0.005149,0.005149
149,54122.4,0.57168,1.2886,1.97795,0.89553,0.09592,0.59417,0.11104,0.10177,0.09468,0.58623,0.10856,0.0869,0.43596,1.06585,1.89295,0.84485,0.005116,0.005116,0.005116
150,54486.2,0.57098,1.28667,1.97805,0.89508,0.09601,0.59431,0.11105,0.10177,0.09477,0.58637,0.10855,0.08687,0.43591,1.06559,1.89285,0.84475,0.005083,0.005083,0.005083
151,54848.3,0.57032,1.28632,1.9777,0.89537,0.09604,0.59443,0.11108,0.10181,0.09577,0.57114,0.10858,0.08689,0.43593,1.06513,1.89272,0.84466,0.00505,0.00505,0.00505
152,55210.7,0.57086,1.28687,1.97758,0.89505,0.09604,0.59422,0.11125,0.10198,0.09582,0.57142,0.10876,0.08702,0.43582,1.06483,1.89259,0.84461,0.005017,0.005017,0.005017
153,55573.9,0.57192,1.28905,1.97749,0.89602,0.09609,0.5941,0.11116,0.10188,0.09578,0.57076,0.10868,0.08695,0.43577,1.06453,1.89242,0.84452,0.004984,0.004984,0.004984
154,55936.2,0.5699,1.28363,1.97646,0.89502,0.09621,0.59479,0.11142,0.10213,0.09582,0.57108,0.10895,0.08719,0.43556,1.06418,1.89219,0.84438,0.004951,0.004951,0.004951
155,56298.6,0.57253,1.2954,1.97813,0.89642,0.09712,0.58022,0.11161,0.10232,0.0959,0.57264,0.10912,0.08731,0.43534,1.06389,1.89205,0.84426,0.004918,0.004918,0.004918
156,56661.5,0.57079,1.28532,1.97649,0.89514,0.09728,0.58042,0.11165,0.10238,0.09604,0.57279,0.10916,0.08735,0.43507,1.06337,1.89192,0.84414,0.004885,0.004885,0.004885
157,57024.5,0.57048,1.28496,1.97592,0.89453,0.09732,0.58034,0.11189,0.10262,0.09675,0.55993,0.1094,0.08759,0.435,1.06303,1.89176,0.84406,0.004852,0.004852,0.004852
158,57387.5,0.56978,1.28499,1.97534,0.89464,0.09729,0.58105,0.11213,0.10284,0.09676,0.56077,0.10962,0.08778,0.43505,1.06268,1.8916,0.84402,0.004819,0.004819,0.004819
159,57750.2,0.56877,1.28438,1.97585,0.89436,0.09743,0.58056,0.11236,0.10309,0.09686,0.56007,0.10987,0.08797,0.43487,1.06238,1.8915,0.84396,0.004786,0.004786,0.004786
160,58112.3,0.56995,1.28274,1.97557,0.89395,0.09747,0.58018,0.11251,0.10321,0.09695,0.55994,0.11001,0.08811,0.43497,1.06202,1.89133,0.8439,0.004753,0.004753,0.004753
161,58474.5,0.56906,1.28339,1.9756,0.8942,0.09815,0.56943,0.11257,0.10328,0.09689,0.56187,0.11008,0.08815,0.43487,1.06156,1.8912,0.84381,0.00472,0.00472,0.00472
162,58837.6,0.56874,1.28471,1.9754,0.89479,0.09825,0.56878,0.11263,0.10335,0.09771,0.54857,0.11014,0.08814,0.43469,1.06116,1.89097,0.84371,0.004687,0.004687,0.004687
163,59200.5,0.56957,1.2835,1.97433,0.89399,0.09828,0.56945,0.11298,0.10368,0.09779,0.5495,0.1105,0.08848,0.4347,1.06089,1.89088,0.84368,0.004654,0.004654,0.004654
164,59562.1,0.56621,1.27552,1.97333,0.89352,0.09838,0.56897,0.11313,0.10382,0.09795,0.54926,0.11064,0.08861,0.43442,1.06051,1.89069,0.84355,0.004621,0.004621,0.004621
165,59926,0.56901,1.28099,1.97491,0.89424,0.09919,0.55687,0.11308,0.10377,0.09795,0.54966,0.11058,0.08854,0.43448,1.06012,1.89056,0.84345,0.004588,0.004588,0.004588
166,60292,0.56817,1.27881,1.97312,0.89363,0.09926,0.55633,0.11322,0.10391,0.09802,0.5491,0.11072,0.08863,0.43419,1.05996,1.89037,0.84338,0.004555,0.004555,0.004555
167,60659,0.56777,1.27811,1.97277,0.89371,0.0994,0.55654,0.11339,0.10406,0.09815,0.54929,0.11088,0.08878,0.43414,1.05967,1.89028,0.84336,0.004522,0.004522,0.004522
168,61027.9,0.56692,1.2779,1.97319,0.89365,0.09938,0.55743,0.11354,0.10419,0.09886,0.53745,0.11103,0.08892,0.4342,1.0592,1.89007,0.84325,0.004489,0.004489,0.004489
169,61396.1,0.56584,1.2729,1.97222,0.89289,0.09949,0.55714,0.11364,0.1043,0.09895,0.53707,0.11113,0.08899,0.43403,1.0588,1.88995,0.84313,0.004456,0.004456,0.004456
170,61763.6,0.56537,1.26952,1.97238,0.8929,0.09945,0.55759,0.1138,0.10445,0.09901,0.53807,0.11128,0.08911,0.43379,1.05854,1.88963,0.84298,0.004423,0.004423,0.004423
171,62132.8,0.56677,1.27166,1.97191,0.89323,0.09949,0.55738,0.11397,0.10462,0.09904,0.53779,0.11143,0.0893,0.43361,1.05798,1.88945,0.84281,0.00439,0.00439,0.00439
172,62499.7,0.56517,1.27109,1.97075,0.89278,0.10027,0.54559,0.11407,0.10473,0.09974,0.52568,0.11154,0.0894,0.43352,1.05762,1.88924,0.84269,0.004357,0.004357,0.004357
173,62867.5,0.56753,1.28,1.97249,0.89386,0.10027,0.54629,0.11426,0.10489,0.0998,0.52668,0.11172,0.08955,0.43341,1.05729,1.88896,0.84258,0.004324,0.004324,0.004324
174,63235.7,0.56651,1.27584,1.97094,0.89304,0.10033,0.54664,0.11451,0.10514,0.09991,0.52739,0.11197,0.08977,0.43318,1.05688,1.8887,0.84247,0.004291,0.004291,0.004291
175,63603.8,0.56431,1.26989,1.97001,0.89262,0.10044,0.5465,0.11471,0.10534,0.10003,0.52737,0.11216,0.08993,0.43287,1.05629,1.88844,0.84237,0.004258,0.004258,0.004258
176,63970.5,0.56606,1.2754,1.97146,0.89297,0.10122,0.53525,0.11521,0.10585,0.09999,0.52848,0.11267,0.09041,0.43246,1.05601,1.88825,0.84223,0.004225,0.004225,0.004225
177,64337.6,0.56403,1.26994,1.97008,0.89206,0.10131,0.53611,0.11537,0.10602,0.10008,0.52932,0.11284,0.09054,0.43223,1.05571,1.88801,0.84215,0.004192,0.004192,0.004192
178,64704,0.56569,1.27504,1.97023,0.89272,0.10128,0.53619,0.11555,0.10619,0.1012,0.5148,0.113,0.09067,0.43197,1.0551,1.8878,0.84206,0.004159,0.004159,0.004159
179,65069.5,0.56307,1.26435,1.96843,0.89138,0.10133,0.53711,0.1157,0.10634,0.10122,0.51555,0.11315,0.09081,0.43167,1.05461,1.88753,0.84195,0.004126,0.004126,0.004126
180,65437,0.56293,1.26694,1.96851,0.89188,0.10138,0.53786,0.11593,0.10654,0.10121,0.51612,0.11335,0.091,0.43161,1.05448,1.88731,0.84187,0.004093,0.004093,0.004093
181,65803.7,0.56454,1.27079,1.96977,0.89266,0.10244,0.52411,0.11608,0.1067,0.10212,0.50582,0.11351,0.09111,0.43142,1.05404,1.88714,0.84176,0.00406,0.00406,0.00406
182,66171.2,0.56279,1.26672,1.96856,0.89159,0.10258,0.52429,0.1163,0.10691,0.10219,0.5057,0.11371,0.09131,0.43147,1.05385,1.8869,0.84169,0.004027,0.004027,0.004027
183,66540.4,0.56469,1.27156,1.96905,0.89194,0.10255,0.52473,0.11645,0.10705,0.10224,0.50656,0.11389,0.09144,0.43136,1.05354,1.88672,0.84157,0.003994,0.003994,0.003994
184,66908.6,0.56331,1.26827,1.96846,0.89196,0.10253,0.52632,0.11665,0.10725,0.10223,0.50823,0.11408,0.09162,0.43129,1.05324,1.88649,0.84146,0.003961,0.003961,0.003961
185,67276.6,0.56129,1.25929,1.96692,0.89099,0.10361,0.51424,0.11684,0.10741,0.10237,0.50785,0.11426,0.09176,0.43125,1.05285,1.88628,0.8414,0.003928,0.003928,0.003928
186,67645.3,0.56174,1.25984,1.96646,0.89069,0.10361,0.5153,0.11702,0.10759,0.10318,0.49697,0.11444,0.09193,0.43121,1.05265,1.88603,0.84136,0.003895,0.003895,0.003895
187,68012.5,0.56324,1.26802,1.96719,0.89146,0.10359,0.51597,0.11706,0.10764,0.10325,0.49817,0.11451,0.09195,0.43103,1.05243,1.8858,0.84126,0.003862,0.003862,0.003862
188,68379.6,0.56228,1.26615,1.96589,0.89083,0.10361,0.51644,0.11726,0.10782,0.10328,0.49869,0.11468,0.09211,0.43095,1.05197,1.8856,0.84115,0.003829,0.003829,0.003829
189,68749.2,0.56121,1.25799,1.966,0.89102,0.10453,0.50484,0.11747,0.10801,0.1033,0.49867,0.1149,0.09224,0.43106,1.05167,1.88544,0.8411,0.003796,0.003796,0.003796
190,69116.9,0.56258,1.26129,1.96599,0.89087,0.10457,0.50475,0.11747,0.108,0.10426,0.48713,0.11489,0.0922,0.43114,1.05139,1.8853,0.84108,0.003763,0.003763,0.003763
191,69483.4,0.56158,1.26204,1.96586,0.89091,0.10473,0.50502,0.11769,0.10819,0.10435,0.48719,0.11509,0.09236,0.43117,1.05111,1.88518,0.84102,0.00373,0.00373,0.00373
192,69848.4,0.56224,1.26707,1.96712,0.89125,0.10561,0.49417,0.11793,0.10843,0.10439,0.48825,0.11533,0.09258,0.43099,1.05076,1.88495,0.84087,0.003697,0.003697,0.003697
193,70214.4,0.56126,1.26244,1.96501,0.89029,0.10564,0.49415,0.11813,0.10862,0.10518,0.48016,0.11551,0.09273,0.43081,1.05031,1.88462,0.84076,0.003664,0.003664,0.003664
194,70581.5,0.56045,1.25495,1.96312,0.88953,0.10581,0.49445,0.11824,0.10874,0.10533,0.48029,0.11562,0.09283,0.43089,1.05008,1.88443,0.8407,0.003631,0.003631,0.003631
195,70948,0.56122,1.26166,1.96522,0.89122,0.10598,0.49441,0.11863,0.10912,0.10547,0.48016,0.11601,0.09318,0.43097,1.04991,1.88428,0.84068,0.003598,0.003598,0.003598
196,71313.1,0.56132,1.26056,1.96344,0.89024,0.10607,0.49431,0.11887,0.10932,0.10557,0.48004,0.11626,0.09337,0.43113,1.04991,1.88413,0.84061,0.003565,0.003565,0.003565
197,71680.4,0.55892,1.2547,1.96273,0.8894,0.10689,0.48605,0.11909,0.10954,0.10567,0.4803,0.11647,0.09355,0.43088,1.04943,1.88387,0.84052,0.003532,0.003532,0.003532
198,72046,0.56108,1.26068,1.96332,0.89065,0.10689,0.48615,0.11957,0.11001,0.10567,0.48039,0.11692,0.09397,0.43081,1.04924,1.88361,0.84042,0.003499,0.003499,0.003499
199,72411.4,0.55987,1.2553,1.9625,0.88976,0.10704,0.48663,0.11979,0.11021,0.10667,0.46943,0.11716,0.09414,0.43083,1.04904,1.88342,0.84035,0.003466,0.003466,0.003466
200,72778.4,0.56027,1.25414,1.96196,0.89006,0.10719,0.48599,0.12021,0.11061,0.10683,0.46889,0.11758,0.09445,0.43082,1.04861,1.88321,0.84031,0.003433,0.003433,0.003433
201,73144.2,0.55934,1.25572,1.96193,0.89028,0.10729,0.48667,0.12048,0.11088,0.10689,0.46943,0.11783,0.09468,0.43065,1.04811,1.88294,0.84023,0.0034,0.0034,0.0034
202,73512,0.5609,1.26066,1.96247,0.89017,0.10823,0.47528,0.12073,0.11112,0.10702,0.46984,0.11812,0.09487,0.43058,1.04786,1.88266,0.84016,0.003367,0.003367,0.003367
203,73878.4,0.5577,1.25238,1.9614,0.88925,0.10826,0.4757,0.12107,0.11144,0.10798,0.45899,0.11842,0.09517,0.43052,1.04753,1.88243,0.84012,0.003334,0.003334,0.003334
204,74243.8,0.55626,1.24668,1.95916,0.88917,0.10843,0.47533,0.12135,0.11171,0.10818,0.45882,0.11868,0.09538,0.43055,1.04733,1.88223,0.8401,0.003301,0.003301,0.003301
205,74610.3,0.55816,1.25332,1.96018,0.88931,0.10851,0.47535,0.12162,0.11197,0.10828,0.45904,0.11896,0.09561,0.43046,1.04702,1.8819,0.84006,0.003268,0.003268,0.003268
206,74975.9,0.5563,1.25004,1.95946,0.88897,0.10964,0.46362,0.12192,0.11227,0.10843,0.45834,0.11925,0.09582,0.43009,1.04678,1.88158,0.83994,0.003235,0.003235,0.003235
207,75342.6,0.55834,1.25432,1.95937,0.88877,0.10979,0.46403,0.12234,0.11266,0.10859,0.45878,0.11966,0.09618,0.42987,1.04646,1.88129,0.83985,0.003202,0.003202,0.003202
208,75709.7,0.55781,1.25221,1.96021,0.88874,0.1099,0.46444,0.12264,0.11295,0.10968,0.44836,0.11995,0.09641,0.42977,1.0462,1.88106,0.83973,0.003169,0.003169,0.003169
209,76075.3,0.5565,1.24881,1.95845,0.88858,0.1101,0.46479,0.12291,0.11323,0.10973,0.4481,0.12021,0.09668,0.42982,1.0459,1.88077,0.83967,0.003136,0.003136,0.003136
210,76440.7,0.55664,1.24795,1.95789,0.88851,0.11027,0.46514,0.12323,0.11355,0.10991,0.44851,0.12054,0.09694,0.42971,1.04585,1.8805,0.83963,0.003103,0.003103,0.003103
211,76806.5,0.55691,1.24923,1.95824,0.88832,0.11127,0.45391,0.12352,0.11384,0.11004,0.44875,0.12081,0.09716,0.42954,1.04566,1.8802,0.83951,0.00307,0.00307,0.00307
212,77171.6,0.55649,1.24513,1.95754,0.88815,0.11145,0.45429,0.12385,0.11414,0.11093,0.44108,0.12109,0.09741,0.42934,1.04564,1.87998,0.83943,0.003037,0.003037,0.003037
213,77537.2,0.55448,1.24419,1.95642,0.88837,0.11154,0.45434,0.12417,0.11446,0.11101,0.44103,0.12141,0.09767,0.42912,1.0452,1.87972,0.83935,0.003004,0.003004,0.003004
214,77903.9,0.55522,1.24394,1.95573,0.88784,0.11174,0.45456,0.12453,0.11482,0.11118,0.4411,0.12177,0.09795,0.42912,1.04506,1.87943,0.83932,0.002971,0.002971,0.002971
215,78269.8,0.55537,1.24334,1.95612,0.88678,0.11262,0.44611,0.12489,0.11516,0.11243,0.4307,0.12213,0.09829,0.42916,1.04497,1.87923,0.83918,0.002938,0.002938,0.002938
216,78635.9,0.55563,1.24105,1.9565,0.88751,0.11282,0.4471,0.1253,0.11557,0.1125,0.43112,0.12257,0.09861,0.42923,1.04473,1.87891,0.83908,0.002905,0.002905,0.002905
217,79001.9,0.55522,1.24615,1.95522,0.88761,0.11295,0.44743,0.12566,0.11592,0.11267,0.43161,0.1229,0.09887,0.42911,1.04432,1.87865,0.83898,0.002872,0.002872,0.002872
218,79367.6,0.5549,1.24178,1.95472,0.88785,0.11407,0.43731,0.12611,0.11633,0.11283,0.43244,0.12335,0.09917,0.4291,1.04406,1.87843,0.83896,0.002839,0.002839,0.002839
219,79733.1,0.55538,1.24316,1.95516,0.88759,0.11429,0.43793,0.12658,0.11676,0.11403,0.42249,0.12382,0.09952,0.42909,1.04377,1.87814,0.83892,0.002806,0.002806,0.002806
220,80100.7,0.55574,1.24267,1.95467,0.88747,0.11544,0.42732,0.12701,0.11718,0.1142,0.42261,0.12424,0.09988,0.42897,1.04352,1.87787,0.83883,0.002773,0.002773,0.002773
221,80465.8,0.55507,1.24142,1.95356,0.88761,0.11566,0.42841,0.12748,0.11763,0.11525,0.4159,0.12472,0.10024,0.42894,1.04321,1.87756,0.83877,0.00274,0.00274,0.00274
222,80830.9,0.55285,1.23793,1.95239,0.88651,0.11666,0.4214,0.12801,0.11812,0.11542,0.41678,0.12518,0.10061,0.42894,1.04299,1.87718,0.83867,0.002707,0.002707,0.002707
223,81196.9,0.55418,1.23768,1.95217,0.88722,0.11681,0.42192,0.12837,0.11847,0.11669,0.40723,0.12557,0.10095,0.42886,1.04268,1.87677,0.83859,0.002674,0.002674,0.002674
224,81562.1,0.55358,1.23765,1.95178,0.88669,0.11698,0.42233,0.12883,0.11891,0.11698,0.40802,0.12601,0.10131,0.42886,1.04245,1.8764,0.83855,0.002641,0.002641,0.002641
225,81927.2,0.55515,1.24552,1.95214,0.88835,0.11838,0.41271,0.12936,0.11941,0.11792,0.40065,0.1265,0.10169,0.42891,1.04214,1.87598,0.83851,0.002608,0.002608,0.002608
226,82294.7,0.55345,1.23531,1.94999,0.88637,0.11853,0.41377,0.1298,0.11984,0.11802,0.40161,0.12696,0.10205,0.42897,1.04206,1.87569,0.83847,0.002575,0.002575,0.002575
227,82660.7,0.55272,1.23674,1.95004,0.88637,0.11948,0.40734,0.13037,0.12038,0.11817,0.40278,0.12751,0.10254,0.42904,1.04165,1.87526,0.8384,0.002542,0.002542,0.002542
228,83025.9,0.55429,1.23848,1.95022,0.88717,0.11966,0.40841,0.13092,0.12088,0.11916,0.39625,0.12807,0.10297,0.42911,1.04132,1.87487,0.83836,0.002509,0.002509,0.002509
229,83393.7,0.55258,1.23563,1.9491,0.88691,0.11978,0.40888,0.13142,0.12138,0.11934,0.39692,0.12858,0.10333,0.42887,1.04109,1.87452,0.83827,0.002476,0.002476,0.002476
230,83760.8,0.55168,1.23243,1.94784,0.88642,0.1209,0.4023,0.13203,0.12195,0.12068,0.38789,0.12919,0.10387,0.42872,1.04083,1.87411,0.83821,0.002443,0.002443,0.002443
231,84128.8,0.5522,1.23232,1.94697,0.88633,0.12097,0.40254,0.13258,0.12248,0.12084,0.38842,0.12972,0.10433,0.42868,1.04066,1.87368,0.83807,0.00241,0.00241,0.00241
232,84494.7,0.55265,1.2347,1.94712,0.8862,0.12224,0.39338,0.13316,0.12303,0.12173,0.38169,0.13029,0.10477,0.42872,1.04058,1.87321,0.83796,0.002377,0.002377,0.002377
233,84862.4,0.55203,1.23072,1.94653,0.88645,0.12237,0.39468,0.13378,0.12365,0.12182,0.38308,0.13089,0.10523,0.42844,1.04032,1.87275,0.83783,0.002344,0.002344,0.002344
234,85231.4,0.55069,1.22789,1.94514,0.88588,0.12341,0.38828,0.13434,0.1242,0.12329,0.37477,0.13144,0.10571,0.42824,1.04005,1.87221,0.83775,0.002311,0.002311,0.002311
235,85598,0.55083,1.2287,1.94399,0.88528,0.12354,0.3894,0.13497,0.1248,0.12339,0.37566,0.13205,0.10624,0.42804,1.03974,1.87175,0.83766,0.002278,0.002278,0.002278
236,85966.7,0.55158,1.23447,1.94429,0.88596,0.12494,0.38009,0.13563,0.12544,0.12367,0.37614,0.1327,0.10682,0.42797,1.03939,1.87128,0.83754,0.002245,0.002245,0.002245
237,86337.1,0.5525,1.2373,1.94423,0.88614,0.12534,0.38102,0.13634,0.12611,0.12494,0.36998,0.13335,0.10737,0.42813,1.03912,1.87082,0.83748,0.002212,0.002212,0.002212
238,86703.3,0.54876,1.22514,1.94233,0.88552,0.12651,0.37475,0.13703,0.12681,0.12627,0.36397,0.13406,0.10796,0.42782,1.03883,1.87033,0.83735,0.002179,0.002179,0.002179
239,87071.7,0.55129,1.23163,1.94255,0.88634,0.12675,0.37515,0.13778,0.12752,0.12647,0.36435,0.13484,0.10858,0.42779,1.03849,1.86974,0.83725,0.002146,0.002146,0.002146
240,87439.1,0.55136,1.23269,1.94134,0.88507,0.12819,0.36928,0.13846,0.12818,0.12784,0.35846,0.13551,0.10916,0.42791,1.03853,1.86926,0.8372,0.002113,0.002113,0.002113
241,87806.4,0.55237,1.23276,1.94158,0.88601,0.12838,0.36977,0.1392,0.12885,0.1281,0.35937,0.13624,0.10972,0.42813,1.03847,1.86885,0.83717,0.00208,0.00208,0.00208
242,88174.3,0.54992,1.22634,1.94048,0.88517,0.1296,0.36372,0.1399,0.12954,0.12941,0.35367,0.13696,0.11027,0.42801,1.03835,1.86833,0.83707,0.002047,0.002047,0.002047
243,88540.5,0.55013,1.22768,1.9401,0.88561,0.12996,0.36449,0.14061,0.13021,0.12975,0.35431,0.13765,0.11084,0.42802,1.0383,1.86772,0.83701,0.002014,0.002014,0.002014
244,88910,0.5496,1.22656,1.93811,0.88505,0.13138,0.35856,0.14132,0.13085,0.13144,0.34612,0.13835,0.11139,0.42815,1.03839,1.86718,0.83696,0.001981,0.001981,0.001981
245,89277.8,0.54916,1.22375,1.93844,0.88489,0.13176,0.35915,0.14211,0.13161,0.13185,0.34691,0.13911,0.112,0.42807,1.03832,1.86667,0.83684,0.001948,0.001948,0.001948
246,89646.1,0.54876,1.22262,1.93603,0.88432,0.13347,0.35143,0.14292,0.13238,0.13311,0.34127,0.13991,0.11268,0.42809,1.038,1.86606,0.83673,0.001915,0.001915,0.001915
247,90013.7,0.54714,1.21903,1.9355,0.88376,0.1337,0.35183,0.14365,0.13307,0.13352,0.34202,0.14064,0.11333,0.42797,1.03773,1.86547,0.83664,0.001882,0.001882,0.001882
248,90381.7,0.54721,1.21886,1.93425,0.88373,0.13523,0.34673,0.14453,0.13393,0.13393,0.34334,0.14151,0.11403,0.42815,1.03768,1.86498,0.83658,0.001849,0.001849,0.001849
249,90749.4,0.54789,1.22069,1.93402,0.88402,0.13543,0.34775,0.14547,0.13483,0.13526,0.33811,0.14247,0.11477,0.42804,1.03725,1.8644,0.83648,0.001816,0.001816,0.001816
250,91116,0.54655,1.21713,1.93313,0.88406,0.13682,0.34188,0.14624,0.13556,0.13665,0.33227,0.14324,0.11542,0.42818,1.0372,1.86384,0.83645,0.001783,0.001783,0.001783
251,91486.4,0.54747,1.22007,1.93228,0.8843,0.13722,0.34301,0.14705,0.13633,0.13704,0.33334,0.14403,0.11609,0.42835,1.03726,1.86329,0.83644,0.00175,0.00175,0.00175
252,91853.9,0.54785,1.22029,1.93216,0.88443,0.1386,0.33771,0.14798,0.13721,0.13852,0.32846,0.14495,0.11681,0.42834,1.03701,1.86271,0.83637,0.001717,0.001717,0.001717
253,92220.7,0.54786,1.21878,1.93097,0.88361,0.14013,0.33316,0.14891,0.13809,0.13882,0.32999,0.14585,0.11758,0.42837,1.03658,1.86189,0.83626,0.001684,0.001684,0.001684
254,92588.2,0.54699,1.21532,1.93022,0.88409,0.14058,0.33423,0.14981,0.13893,0.14042,0.32488,0.14674,0.11833,0.42834,1.03642,1.86124,0.83621,0.001651,0.001651,0.001651
255,92957.4,0.54643,1.21432,1.92941,0.88363,0.14206,0.32857,0.15072,0.13983,0.14079,0.32556,0.14771,0.1191,0.42829,1.03638,1.86061,0.83614,0.001618,0.001618,0.001618
256,93328.3,0.54604,1.2147,1.92804,0.88358,0.1423,0.32988,0.15174,0.14079,0.1423,0.32109,0.14869,0.11992,0.42824,1.03612,1.85994,0.83611,0.001585,0.001585,0.001585
257,93695.5,0.54481,1.20714,1.92614,0.88219,0.144,0.32506,0.15264,0.14166,0.14272,0.32212,0.14959,0.12063,0.42833,1.036,1.85917,0.83607,0.001552,0.001552,0.001552
258,94063,0.54543,1.21332,1.92548,0.88339,0.14452,0.32611,0.1536,0.14259,0.14467,0.31789,0.15056,0.12143,0.42841,1.03587,1.85845,0.83602,0.001519,0.001519,0.001519
259,94431.6,0.54542,1.20974,1.92425,0.88258,0.14633,0.32129,0.15464,0.14356,0.14504,0.31842,0.1516,0.12224,0.42867,1.03571,1.85773,0.83604,0.001486,0.001486,0.001486
260,94798.4,0.5457,1.21095,1.92311,0.88328,0.14818,0.31709,0.15561,0.14448,0.14692,0.31434,0.15256,0.12307,0.42872,1.03547,1.85703,0.83603,0.001453,0.001453,0.001453
261,95166.4,0.54256,1.20388,1.92135,0.88198,0.14864,0.31798,0.15663,0.14546,0.14822,0.31167,0.15362,0.12391,0.42876,1.03538,1.85625,0.83597,0.00142,0.00142,0.00142
262,95535.7,0.54449,1.21003,1.92154,0.8828,0.14991,0.31539,0.15761,0.1464,0.14863,0.31266,0.15459,0.12472,0.42876,1.03527,1.85551,0.83596,0.001387,0.001387,0.001387
263,95904.6,0.54412,1.21096,1.92084,0.88319,0.15032,0.31645,0.15873,0.14744,0.15046,0.30838,0.15568,0.12558,0.42902,1.03521,1.85473,0.83594,0.001354,0.001354,0.001354
264,96272.5,0.54393,1.20778,1.91949,0.8828,0.15218,0.31198,0.15976,0.14843,0.15093,0.30933,0.15671,0.12645,0.429,1.03504,1.85397,0.83587,0.001321,0.001321,0.001321
